1.0,1.0,2.0,0.0,0.5163061618804932
1.0,1.0,3.0,0.0,10.0
1.0,2.0,1.0,0.0,1.3629584312438965
1.0,2.0,2.0,0.0,0.5521565675735474
1.0,4.0,1.0,0.0,0.24842488765716553
1.0,4.0,2.0,0.0,1.3307403326034546
1.0,4.0,3.0,0.0,0.28695085644721985
1.0,4.0,4.0,0.0,3.8392162322998047
1.0,5.0,2.0,0.0,0.2853308916091919
1.0,5.0,3.0,0.0,3.395815849304199
1.0,5.0,4.0,0.0,0.38911348581314087
1.0,5.0,5.0,0.0,0.33031073212623596
1.0,5.0,6.0,0.0,0.5044225454330444
1.0,6.0,1.0,0.0,0.45997828245162964
1.0,6.0,2.0,0.0,0.27500903606414795
1.0,6.0,3.0,0.0,0.5684133768081665
1.0,6.0,5.0,0.0,1.2324328422546387
1.0,6.0,6.0,0.0,2.605189323425293
1.0,10.0,1.0,0.0,0.7765384912490845
1.0,10.0,2.0,0.0,0.19090276956558228
1.0,10.0,4.0,0.0,0.10852085053920746
1.0,10.0,5.0,0.0,1.0408313274383545
1.0,10.0,6.0,0.0,0.7919191122055054
1.0,11.0,2.0,0.0,3.61669659614563
1.0,11.0,3.0,0.0,1.1488229036331177
1.0,11.0,4.0,0.0,0.7145878672599792
1.0,11.0,5.0,0.0,1.1136276721954346
1.0,11.0,6.0,0.0,1.2267708778381348
1.0,12.0,1.0,0.0,0.4538876414299011
1.0,12.0,2.0,0.0,0.18845872581005096
1.0,12.0,3.0,0.0,3.092426061630249
1.0,12.0,4.0,0.0,0.4952963590621948
1.0,12.0,5.0,0.0,1.2090787887573242
1.0,12.0,6.0,0.0,3.212184429168701
1.0,13.0,1.0,0.0,1.3986481428146362
1.0,13.0,2.0,0.0,1.8746203184127808
1.0,13.0,3.0,0.0,0.3636879026889801
1.0,13.0,4.0,0.0,1.0003540515899658
1.0,13.0,5.0,0.0,0.8112568855285645
1.0,13.0,6.0,0.0,0.8219185471534729
1.0,14.0,1.0,0.0,2.3160338401794434
1.0,14.0,2.0,0.0,3.579092025756836
1.0,14.0,6.0,0.0,0.6144019961357117
1.0,15.0,1.0,0.0,1.22373366355896
1.0,15.0,2.0,0.0,0.5266855955123901
1.0,15.0,3.0,0.0,0.2587210237979889
1.0,15.0,4.0,0.0,3.406816005706787
1.0,15.0,5.0,0.0,0.6463921070098877
1.0,15.0,6.0,0.0,2.026531219482422
1.0,16.0,1.0,0.0,0.6147085428237915
1.0,16.0,2.0,0.0,1.1713762283325195
1.0,16.0,3.0,0.0,0.9224275350570679
1.0,16.0,4.0,0.0,0.5578600168228149
1.0,16.0,5.0,0.0,1.2173502445220947
1.0,16.0,6.0,0.0,0.4745824635028839
1.0,17.0,1.0,0.0,3.471871852874756
1.0,17.0,2.0,0.0,2.9656572341918945
1.0,17.0,3.0,0.0,0.8484882712364197
1.0,17.0,4.0,0.0,0.5756615400314331
1.0,17.0,5.0,0.0,3.4322962760925293
1.0,17.0,6.0,0.0,0.21353094279766083
1.0,18.0,4.0,0.0,0.6627721786499023
1.0,18.0,5.0,0.0,0.9257303476333618
1.0,18.0,6.0,0.0,0.17513999342918396
1.0,19.0,2.0,0.0,3.265589475631714
1.0,19.0,4.0,0.0,0.6939133405685425
1.0,19.0,5.0,0.0,0.4263934791088104
1.0,19.0,6.0,0.0,0.5861102938652039
1.0,20.0,1.0,0.0,0.26899075508117676
1.0,20.0,2.0,0.0,0.6451758146286011
1.0,20.0,3.0,0.0,0.39320647716522217
1.0,20.0,4.0,0.0,0.3280487656593323
1.0,20.0,5.0,0.0,1.8657832145690918
1.0,20.0,6.0,0.0,3.065645694732666
1.0,21.0,1.0,0.0,0.5747562050819397
1.0,21.0,2.0,0.0,0.3994004726409912
1.0,21.0,3.0,0.0,1.1198954582214355
1.0,21.0,4.0,0.0,1.4409375190734863
1.0,21.0,5.0,0.0,0.5471428036689758
1.0,21.0,6.0,0.0,0.6522622108459473
1.0,24.0,1.0,0.0,2.0319981575012207
1.0,24.0,2.0,0.0,0.5930118560791016
1.0,24.0,3.0,0.0,0.31162047386169434
1.0,24.0,4.0,0.0,0.1718769669532776
1.0,24.0,5.0,0.0,0.5146685838699341
1.0,24.0,6.0,0.0,0.6832918524742126
1.0,25.0,1.0,0.0,0.6602632999420166
1.0,25.0,2.0,0.0,0.07733267545700073
1.0,27.0,1.0,0.0,0.5522246956825256
1.0,27.0,2.0,0.0,0.07738254219293594
2.0,1.0,1.0,0.0,7.450657367706299
2.0,2.0,1.0,0.0,2.303305149078369
2.0,2.0,2.0,0.0,0.7264593243598938
2.0,4.0,1.0,0.0,0.5944706201553345
2.0,4.0,2.0,0.0,0.520539402961731
2.0,4.0,3.0,0.0,1.328331470489502
2.0,4.0,4.0,0.0,0.4706200361251831
2.0,4.0,5.0,0.0,0.623213529586792
2.0,4.0,6.0,0.0,0.17536726593971252
2.0,5.0,1.0,0.0,0.7166507840156555
2.0,5.0,2.0,0.0,1.9138116836547852
2.0,5.0,3.0,0.0,5.240540504455566
2.0,5.0,4.0,0.0,0.4813830256462097
2.0,5.0,5.0,0.0,2.01090669631958
2.0,5.0,6.0,0.0,1.1121981143951416
2.0,6.0,1.0,0.0,0.450052946805954
2.0,6.0,2.0,0.0,2.4654319286346436
2.0,6.0,3.0,0.0,0.5714526176452637
2.0,6.0,4.0,0.0,0.8203409910202026
2.0,6.0,5.0,0.0,0.7645911574363708
2.0,6.0,6.0,0.0,0.6532596349716187
2.0,7.0,1.0,0.0,0.23601560294628143
2.0,7.0,2.0,0.0,2.078960657119751
2.0,7.0,3.0,0.0,1.8558688163757324
2.0,7.0,4.0,0.0,2.279201030731201
2.0,7.0,5.0,0.0,0.7780390381813049
2.0,7.0,6.0,0.0,0.6173767447471619
2.0,10.0,1.0,0.0,0.8931177854537964
2.0,10.0,2.0,0.0,0.9632876515388489
2.0,10.0,3.0,0.0,1.408660650253296
2.0,10.0,4.0,0.0,0.37555980682373047
2.0,10.0,5.0,0.0,1.7393364906311035
2.0,10.0,6.0,0.0,0.5406601428985596
2.0,11.0,1.0,0.0,0.7026093602180481
2.0,11.0,2.0,0.0,0.6270713806152344
2.0,11.0,3.0,0.0,0.2839679718017578
2.0,11.0,4.0,0.0,0.35054656863212585
2.0,11.0,5.0,0.0,3.2887649536132812
