"[1, 1, 2, 0]",9.418851187050953
"[1, 1, 3, 0]",6.285809206089423
"[1, 2, 1, 0]",4.126089763865071
"[1, 2, 2, 0]",6.672812618054813
"[1, 4, 1, 0]",1.2824941028520065
"[1, 4, 2, 0]",4.204275759948511
"[1, 4, 3, 0]",1.6537543788314646
"[1, 4, 4, 0]",7.122517757229426
"[1, 5, 2, 0]",4.911412301642134
"[1, 5, 3, 0]",0.12802250494503675
"[1, 5, 4, 0]",3.6501784142031832
"[1, 5, 5, 0]",3.7595391587824754
"[1, 5, 6, 0]",2.9890942642845895
"[1, 6, 1, 0]",0.29059319824978447
"[1, 6, 2, 0]",1.2888789959165425
"[1, 6, 3, 0]",5.336296263512189
"[1, 6, 5, 0]",0.017870022105401784
"[1, 6, 6, 0]",6.785951586086475
"[1, 10, 1, 0]",9.460151290576293
"[1, 10, 2, 0]",9.826171866377845
"[1, 10, 4, 0]",2.0747000790787586
"[1, 10, 5, 0]",8.532005391786292
"[1, 10, 6, 0]",5.150011965594793
"[1, 11, 2, 0]",4.82964190733288
"[1, 11, 3, 0]",7.386571485872295
"[1, 11, 4, 0]",5.904399272778678
"[1, 11, 5, 0]",2.1087685922432975
"[1, 11, 6, 0]",6.481163159927422
"[1, 12, 1, 0]",4.429685751257839
"[1, 12, 2, 0]",5.241591924417678
"[1, 12, 3, 0]",8.544194450749043
"[1, 12, 4, 0]",9.8650325411505
"[1, 12, 5, 0]",0.7581350737125048
"[1, 12, 6, 0]",3.6617548323596205
"[1, 13, 1, 0]",1.3780493185040843
"[1, 13, 2, 0]",3.94071208535012
"[1, 13, 3, 0]",6.723800842667411
"[1, 13, 4, 0]",0.6191879336852513
"[1, 13, 5, 0]",1.789267572354194
"[1, 13, 6, 0]",9.595046748169057
"[1, 14, 1, 0]",5.901715942269114
"[1, 14, 2, 0]",8.380136268248648
"[1, 14, 6, 0]",4.169310198044046
"[1, 15, 1, 0]",4.30049423306735
"[1, 15, 2, 0]",9.48394832491025
"[1, 15, 3, 0]",3.695185921429781
"[1, 15, 4, 0]",8.284138730448191
"[1, 15, 5, 0]",3.320144480923716
"[1, 15, 6, 0]",9.124255131161984
"[1, 16, 1, 0]",2.0734910987651443
"[1, 16, 2, 0]",9.616367157257827
"[1, 16, 3, 0]",2.4863853781875167
"[1, 16, 4, 0]",0.1793802566394609
"[1, 16, 5, 0]",9.77340687981872
"[1, 16, 6, 0]",5.785166801253268
"[1, 17, 1, 0]",5.645681307197496
"[1, 17, 2, 0]",4.997822454074386
"[1, 17, 3, 0]",2.0397967978017704
"[1, 17, 4, 0]",9.620388366432342
"[1, 17, 5, 0]",6.70848272666563
"[1, 17, 6, 0]",9.476677435506723
"[1, 18, 4, 0]",8.001334499788438
"[1, 18, 5, 0]",5.598487830623693
"[1, 18, 6, 0]",1.1063347937074652
"[1, 19, 2, 0]",7.998361463151874
"[1, 19, 4, 0]",7.085170332350993
"[1, 19, 5, 0]",1.4651587513300068
"[1, 19, 6, 0]",9.54117323585297
"[1, 20, 1, 0]",2.577122132400648
"[1, 20, 2, 0]",8.54953651827396
"[1, 20, 3, 0]",8.63870702925096
"[1, 20, 4, 0]",5.484017805956643
"[1, 20, 5, 0]",7.297014420846871
"[1, 20, 6, 0]",2.726640292613639
"[1, 21, 1, 0]",0.47540642539789624
"[1, 21, 2, 0]",3.7390949340501187
"[1, 21, 3, 0]",6.948055949790495
"[1, 21, 4, 0]",3.273902899995514
"[1, 21, 5, 0]",7.957490640561521
"[1, 21, 6, 0]",1.415273467809658
"[1, 24, 1, 0]",7.217995133312774
"[1, 24, 2, 0]",4.637297461310283
"[1, 24, 3, 0]",2.1143110513289454
"[1, 24, 4, 0]",4.182481510923744
"[1, 24, 5, 0]",1.3253273612682226
"[1, 24, 6, 0]",5.9796509621907745
"[1, 25, 1, 0]",0.6043532174075827
"[1, 25, 2, 0]",6.770093166845498
"[1, 27, 1, 0]",3.9212390309859035
"[1, 27, 2, 0]",1.5910304280332777
"[2, 1, 1, 0]",2.2250564182129073
"[2, 2, 1, 0]",9.782421656635657
"[2, 2, 2, 0]",8.00357155681854
"[2, 4, 1, 0]",2.857006411264942
"[2, 4, 2, 0]",9.691683902542163
"[2, 4, 3, 0]",5.808061549599643
"[2, 4, 4, 0]",4.073913751168785
"[2, 4, 5, 0]",9.142356188150124
"[2, 4, 6, 0]",6.0141586001889005
"[2, 5, 1, 0]",7.9547344334322645
"[2, 5, 2, 0]",7.110493957763227
"[2, 5, 3, 0]",7.393944708269979
"[2, 5, 4, 0]",0.3241900599578329
"[2, 5, 5, 0]",8.2868316925479
"[2, 5, 6, 0]",9.540245818432195
"[2, 6, 1, 0]",0.9341072260037919
"[2, 6, 2, 0]",6.380972824895318
"[2, 6, 3, 0]",6.426678738283515
"[2, 6, 4, 0]",2.498216446685999
"[2, 6, 5, 0]",7.860020393200333
"[2, 6, 6, 0]",4.015849337099462
"[2, 7, 1, 0]",7.707803480244776
"[2, 7, 2, 0]",1.9626121925268436
"[2, 7, 3, 0]",3.457856557413418
"[2, 7, 4, 0]",3.7623904198240887
"[2, 7, 5, 0]",7.953874087103282
"[2, 7, 6, 0]",8.025303145268484
"[2, 10, 1, 0]",0.45625006448437255
"[2, 10, 2, 0]",6.75786709246223
"[2, 10, 3, 0]",8.336879062703451
"[2, 10, 4, 0]",0.5807187209109321
"[2, 10, 5, 0]",2.622760575654447
"[2, 10, 6, 0]",1.4903643859694327
"[2, 11, 1, 0]",7.154800561433653
"[2, 11, 2, 0]",9.550686349703676
"[2, 11, 3, 0]",3.0600815410245286
"[2, 11, 4, 0]",7.341399074611922
"[2, 11, 5, 0]",1.68360453426056
"[2, 11, 6, 0]",3.184158877867116
"[2, 12, 1, 0]",6.626249688043881
"[2, 12, 2, 0]",0.008260431897137988
"[2, 12, 3, 0]",7.399346514610303
"[2, 12, 4, 0]",2.45352505237578
"[2, 12, 5, 0]",7.409089086037216
"[2, 12, 6, 0]",9.967769472500374
"[2, 13, 1, 0]",3.9049225227820905
"[2, 13, 2, 0]",7.611506168163964
"[2, 13, 3, 0]",4.52216162541876
"[2, 13, 4, 0]",5.062464000087853
"[2, 13, 5, 0]",7.035347646959657
"[2, 13, 6, 0]",8.062333891689994
"[2, 14, 1, 0]",6.982666125341343
"[2, 14, 2, 0]",3.309860776417292
"[2, 14, 3, 0]",9.365009321488632
"[2, 15, 1, 0]",0.8986293625019259
"[2, 15, 2, 0]",5.754098001799114
"[2, 15, 3, 0]",6.1100788172190565
"[2, 15, 4, 0]",7.584874556881026
"[2, 15, 5, 0]",5.383468865045486
"[2, 15, 6, 0]",3.0884473090340703
"[2, 16, 1, 0]",5.535241223074703
"[2, 16, 2, 0]",6.173477838608163
"[2, 16, 3, 0]",0.2890219583710285
"[2, 16, 4, 0]",0.8854354122486685
"[2, 16, 5, 0]",9.77885731753875
"[2, 16, 6, 0]",3.259127791477716
"[2, 17, 1, 0]",1.8955033813247801
"[2, 17, 2, 0]",9.696941822514942
"[2, 17, 3, 0]",0.06799682860172851
"[2, 17, 4, 0]",2.2978661650862264
"[2, 17, 5, 0]",8.4461419552293
"[2, 17, 6, 0]",4.362337652313864
"[2, 18, 1, 0]",3.332386269090215
"[2, 18, 2, 0]",8.101022642430905
"[2, 18, 3, 0]",0.46169542917910533
"[2, 18, 4, 0]",2.3093841821548997
"[2, 18, 5, 0]",7.954235294456364
"[2, 18, 6, 0]",8.704144824544096
"[2, 19, 1, 0]",2.1072049416737593
"[2, 19, 2, 0]",8.307373899362295
"[2, 19, 3, 0]",6.072840024164316
"[2, 19, 4, 0]",5.751087906085612
"[2, 19, 5, 0]",4.33397155110371
"[2, 19, 6, 0]",8.61244735613978
"[2, 20, 1, 0]",5.459233840742358
"[2, 20, 2, 0]",3.6534798375600164
"[2, 20, 3, 0]",2.5136441126069187
"[2, 20, 4, 0]",5.041591658186702
"[2, 20, 5, 0]",7.215769771765972
"[2, 20, 6, 0]",1.474406862999319
"[2, 21, 1, 0]",6.807423194075273
"[2, 21, 2, 0]",1.8003110855568438
"[2, 21, 3, 0]",4.888750173586684
"[2, 21, 4, 0]",8.537297900513876
"[2, 21, 5, 0]",3.354169448579306
"[2, 21, 6, 0]",2.940663590571627
"[2, 22, 1, 0]",2.8741812673989084
"[2, 22, 2, 0]",8.377419584364148
"[2, 22, 3, 0]",0.4414790069615282
"[2, 22, 4, 0]",7.040453862636725
"[2, 22, 5, 0]",8.696827580503882
"[2, 22, 6, 0]",1.905818414594176
"[2, 23, 1, 0]",3.6853074089024016
"[2, 23, 2, 0]",1.6566448730151806
"[2, 23, 3, 0]",0.18093437566596537
"[2, 23, 4, 0]",9.429705839487127
"[2, 23, 5, 0]",4.550339430834926
"[2, 23, 6, 0]",4.6714336533441365
"[2, 26, 3, 0]",4.579808825057378
"[2, 26, 4, 0]",7.585640777848476
"[2, 26, 5, 0]",2.2291197886433736
"[2, 26, 6, 0]",5.076562785371238
"[2, 27, 1, 0]",4.09771451901488
"[2, 27, 2, 0]",3.181714012008708
"[3, 4, 1, 0]",2.108382945965901
"[3, 4, 2, 0]",3.493765893402326
"[3, 4, 5, 0]",7.4862222108673615
"[3, 4, 6, 0]",9.957063948541439
"[3, 5, 1, 0]",2.8463449653094006
"[3, 5, 2, 0]",2.2739108301837643
"[3, 5, 3, 0]",1.8022025563702315
"[3, 5, 4, 0]",6.406599539182974
"[3, 5, 5, 0]",3.975017765269915
"[3, 5, 6, 0]",3.4497160091829793
"[3, 6, 1, 0]",9.364218516890016
"[3, 6, 2, 0]",0.29118431255811705
"[3, 6, 3, 0]",6.1648654190360075
"[3, 6, 4, 0]",2.936390707116223
"[3, 6, 5, 0]",9.931207237296748
"[3, 6, 6, 0]",7.934538286511881
"[3, 7, 1, 0]",1.3914526138635597
"[3, 7, 5, 0]",4.048249971422545
"[3, 7, 6, 0]",2.2309554234909346
"[3, 10, 1, 0]",8.493900682445588
"[3, 10, 5, 0]",9.67685035146895
"[3, 10, 6, 0]",6.997355119941165
"[3, 11, 1, 0]",2.250687556896438
"[3, 11, 2, 0]",0.5962287212513584
"[3, 11, 3, 0]",8.892213604796874
"[3, 11, 4, 0]",9.034091081289349
"[3, 11, 5, 0]",7.800560180691175
"[3, 11, 6, 0]",4.496242387618832
"[3, 12, 1, 0]",3.332441069088402
"[3, 12, 2, 0]",2.6397162359893067
"[3, 12, 4, 0]",7.281539258653225
"[3, 12, 5, 0]",4.331945349076108
"[3, 12, 6, 0]",3.9436293428159197
"[3, 13, 6, 0]",8.83693023121649
"[3, 14, 1, 0]",9.14719716784502
"[3, 14, 2, 0]",9.606537855768215
"[3, 14, 3, 0]",1.477926287572009
"[3, 14, 4, 0]",1.7134006248939382
"[3, 14, 5, 0]",9.81818579627692
"[3, 14, 6, 0]",6.6340162075806965
"[3, 15, 1, 0]",2.6256225379633182
"[3, 15, 2, 0]",8.687590497090534
